"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_UKR","Data source","","PUBLISHED","Published","","2008","2008","","EUR","Europe","","UKR","Ukraine","","1023.3","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2002","2002","","AMR","Americas","","USA","United States of America","","198.5","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2009","2009","","AMR","Americas","","USA","United States of America","","193.4","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","USA","United States of America","","129.9","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2001","2001","","AMR","Americas","","USA","United States of America","","216.5","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2008","2008","","AMR","Americas","","USA","United States of America","","200.7","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2010","2010","","AMR","Americas","","USA","United States of America","","180.9","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2003","2003","","AMR","Americas","","USA","United States of America","","188.5","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2005","2005","","AMR","Americas","","USA","United States of America","","187.8","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2007","2007","","AMR","Americas","","USA","United States of America","","195.4","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2000","2000","","AMR","Americas","","USA","United States of America","","225.4","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2011","2011","","AMR","Americas","","USA","United States of America","","171","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2004","2004","","AMR","Americas","","USA","United States of America","","188.3","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2006","2006","","AMR","Americas","","USA","United States of America","","185.1","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2012","2012","","AMR","Americas","","USA","United States of America","","162.4","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_USA","Data source","","PUBLISHED","Published","","2013","2013","","AMR","Americas","","USA","United States of America","","139.9","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","1994","1994","","AFR","Africa","","ZWE","Zimbabwe","","105.1","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","2011","2011","","AFR","Africa","","ZWE","Zimbabwe","","42.3","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","55.3","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","1993","1993","","AFR","Africa","","ZWE","Zimbabwe","","88.3","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZWE","Zimbabwe","","44.6","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","2014","2014","","AFR","Africa","","ZWE","Zimbabwe","","35.7","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","49.2","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","1992","1992","","AFR","Africa","","ZWE","Zimbabwe","","86.9","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","2013","2013","","AFR","Africa","","ZWE","Zimbabwe","","36.6","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZWE","Zimbabwe","","36.2","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","1990","1990","","AFR","Africa","","ZWE","Zimbabwe","","73.4","","","","","",""
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2321","SA_0000001695_ZWE","Data source","","PUBLISHED","Published","","1991","1991","","AFR","Africa","","ZWE","Zimbabwe","","102.2","","","","","",""
