GHO (CODE),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),BACGROUP (CODE),BACGROUP (DISPLAY),BACGROUP (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001520,2016,2016,,EUR,Europe,,AUT,Austria,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BLR,Belarus,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BIH,Bosnia and Herzegovina,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,CZE,Czechia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,EST,Estonia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,GEO,Georgia,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,HUN,Hungary,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ISR,Israel,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,KAZ,Kazakhstan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,LUX,Luxembourg,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MCO,Monaco,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,NLD,Netherlands,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MDA,Republic of Moldova,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,RUS,Russian Federation,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SVK,Slovakia,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SWE,Sweden,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MKD,North Macedonia,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,TKM,Turkmenistan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,BGD,Bangladesh,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,IDN,Indonesia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,LKA,Sri Lanka,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,TLS,Timor-Leste,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,KHM,Cambodia,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,FJI,Fiji,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,MHL,Marshall Islands,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,NZL,New Zealand,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,PLW,Palau,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.10%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,PHL,Philippines,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,SLB,Solomon Islands,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,TUV,Tuvalu,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,ARE,United Arab Emirates,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,COD,Democratic Republic of the Congo,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,ECU,Ecuador,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,JAM,Jamaica,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,MEX,Mexico,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,sub-national,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,PAN,Panama,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,PRY,Paraguay,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,Zero tolerance,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GNQ,Equatorial Guinea,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,ERI,Eritrea,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,ETH,Ethiopia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GAB,Gabon,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,LBR,Liberia,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,LBR,Liberia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MDG,Madagascar,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,PAK,Pakistan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,QAT,Qatar,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,YEM,Yemen,,SA_GENERAL_POPULATION,General population,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,YEM,Yemen,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ALB,Albania,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.01%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ARM,Armenia,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ARM,Armenia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,CYP,Cyprus,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,CZE,Czechia,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,EST,Estonia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,FIN,Finland,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,IRL,Ireland,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ISR,Israel,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.01%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,KAZ,Kazakhstan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,KGZ,Kyrgyzstan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,NOR,Norway,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,NOR,Norway,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,PRT,Portugal,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MDA,Republic of Moldova,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MLI,Mali,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MLI,Mali,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,TJK,Tajikistan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MKD,North Macedonia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BEN,Benin,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BEN,Benin,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BDI,Burundi,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BDI,Burundi,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,URY,Uruguay,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,URY,Uruguay,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,BHR,Bahrain,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,FJI,Fiji,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,JPN,Japan,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,BHR,Bahrain,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,LBY,Libya,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,MAR,Morocco,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,PLW,Palau,,SA_GENERAL_POPULATION,General population,,0.10%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,PLW,Palau,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.10%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,OMN,Oman,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ESP,Spain,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SWE,Sweden,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,STP,Sao Tome and Principe,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SEN,Senegal,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SLE,Sierra Leone,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,ZAF,South Africa,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,ZWE,Zimbabwe,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,ATG,Antigua and Barbuda,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BHS,Bahamas,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BRB,Barbados,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CUB,Cuba,,SA_GENERAL_POPULATION,General population,,0.01%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CUB,Cuba,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.01%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,MDV,Maldives,,SA_GENERAL_POPULATION,General population,,total ban,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,MDV,Maldives,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,CHN,China,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,COK,Cook Islands,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,NRU,Nauru,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,NRU,Nauru,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,NZL,New Zealand,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,TUV,Tuvalu,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,VUT,Vanuatu,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,KHM,Cambodia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,ARE,United Arab Emirates,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,COG,Congo,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,SLV,El Salvador,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,HND,Honduras,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.07%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,JAM,Jamaica,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,PER,Peru,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,KNA,Saint Kitts and Nevis,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,CIV,Côte d'Ivoire,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GAB,Gabon,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GMB,Gambia,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,LSO,Lesotho,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,LSO,Lesotho,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MRT,Mauritania,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,LBN,Lebanon,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,QAT,Qatar,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,SA_GENERAL_POPULATION,General population,,total ban,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,AUT,Austria,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.01%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,AZE,Azerbaijan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,HRV,Croatia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,CYP,Cyprus,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,FIN,Finland,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,FRA,France,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,FRA,France,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ISL,Iceland,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ISL,Iceland,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,KGZ,Kyrgyzstan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,LVA,Latvia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MNE,Montenegro,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,NLD,Netherlands,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ROU,Romania,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ROU,Romania,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MUS,Mauritius,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
